,Company,TypeName,Ram,Weight,Price,GPU Brand,ppi,TouchScreen,IPS,CPU Brand,SSD,HDD
261,Lenovo,Notebook,4,2.2,23656.32,Intel,141.21200170272436,0,0,Intel Core i3,256,0
262,HP,Notebook,4,2.1,38468.16,Intel,141.21200170272436,0,1,Intel Core i5,0,500
263,Dell,Notebook,4,2.18,35004.96,Intel,141.21200170272436,0,0,Intel Core i5,0,1000
264,Dell,Notebook,8,2.24,30103.2,AMD,141.21200170272436,0,0,Intel Core i5,0,1000
265,Dell,2 in 1 Convertible,8,2.67,42570.72,Intel,141.21200170272436,1,0,Intel Core i5,256,0
266,Asus,2 in 1 Convertible,8,1.1,79866.72,Intel,165.6321222979323,1,0,Intel Core i7,1024,0
267,Lenovo,Notebook,4,2.2,24881.76,Intel,141.21200170272436,0,0,Intel Core i5,0,1000
268,HP,Notebook,8,2.5,54239.04,Nvidia,127.33567783598265,0,0,Intel Core i7,0,1000
269,Lenovo,Notebook,8,2.05,46886.4,Intel,141.21200170272436,0,0,Intel Core i7,256,0
271,Asus,Gaming,16,3.2,82530.72,AMD,127.33567783598265,0,0,AMD Processor,256,1000
272,Dell,Notebook,8,2.14,39164.5296,AMD,141.21200170272436,0,0,Intel Core i7,256,0
273,Lenovo,2 in 1 Convertible,16,1.36,133146.72,Intel,209.80067661830358,1,0,Intel Core i7,512,0
275,Dell,Notebook,12,2.3,37992.3696,Intel,100.45467278896234,0,0,Intel Core i7,0,1000
276,Dell,Notebook,8,2.8,58554.72,AMD,127.33567783598265,0,0,Intel Core i7,128,1000
277,Acer,Notebook,8,2.2,39693.6,Nvidia,141.21200170272436,0,1,Intel Core i7,0,1000
278,Lenovo,Notebook,4,2.8,26053.92,Intel,106.11306251128974,0,0,Intel Core i3,0,1000
279,Lenovo,Notebook,8,2.8,45234.72,Nvidia,127.33567783598265,0,0,Intel Core i7,0,2000
280,Lenovo,Notebook,6,2.8,45767.52,Nvidia,106.11306251128974,0,0,Intel Core i7,128,1000
281,Dell,Notebook,4,2.25,22803.84,AMD,141.21200170272436,0,0,Intel Core i3,0,1000
282,Lenovo,Gaming,8,2.5,44169.12,Nvidia,141.21200170272436,0,1,Intel Core i5,256,0
283,Lenovo,Notebook,6,2.2,30849.12,Intel,141.21200170272436,0,0,Intel Core i5,256,0
284,Acer,Notebook,8,3.0,50669.28,Nvidia,141.21200170272436,0,1,Intel Core i7,256,0
285,Acer,Notebook,12,2.15,35111.52,Intel,141.21200170272436,1,1,Intel Core i7,0,1000
286,Lenovo,Notebook,8,1.95,58448.16,Intel,141.21200170272436,0,1,Intel Core i7,256,0
287,Asus,Ultrabook,8,1.7,52054.56,Nvidia,141.21200170272436,0,0,Intel Core i5,256,0
288,Lenovo,Gaming,16,2.5,62817.12,Nvidia,141.21200170272436,0,1,Intel Core i7,256,1000
289,Lenovo,Notebook,8,2.2,35112.0528,Nvidia,141.21200170272436,0,0,Intel Core i7,0,1000
290,Acer,Notebook,2,2.19,10602.72,Intel,100.45467278896234,0,0,Other Intel Processor,16,0
291,Asus,Gaming,8,3.0,63243.36,Nvidia,127.33567783598265,0,0,Intel Core i7,0,1000
292,HP,Notebook,8,2.54,26053.92,Intel,106.11306251128974,0,0,Intel Core i3,0,1000
293,Dell,Notebook,8,2.0,97449.12,Nvidia,141.21200170272436,0,0,Intel Core i7,256,0
294,Lenovo,Notebook,8,2.05,39373.92,Intel,141.21200170272436,0,0,Intel Core i5,256,0
295,Lenovo,Gaming,8,3.2,69210.72,Nvidia,141.21200170272436,0,1,Intel Core i7,0,1000
296,Acer,Notebook,8,2.5,52161.12,Nvidia,141.21200170272436,0,0,Intel Core i7,256,0
297,Dell,Workstation,16,3.42,153705.3408,Nvidia,127.33567783598265,0,0,Intel Core i7,256,0
298,Lenovo,Notebook,6,2.4,26586.72,AMD,141.21200170272436,0,0,AMD Processor,0,1000
299,Asus,Ultrabook,16,1.63,78215.04,Nvidia,141.21200170272436,0,0,Intel Core i7,512,0
300,Asus,Notebook,4,1.3,27119.52,Intel,111.93520682198661,0,0,Intel Core i3,128,0
301,Asus,Gaming,16,2.9,113060.16,Nvidia,127.33567783598265,0,0,Intel Core i7,256,1000
302,Lenovo,Notebook,6,2.8,34578.72,Nvidia,106.11306251128974,0,0,Intel Core i5,0,1000
303,Lenovo,Notebook,8,2.2,29250.72,Nvidia,100.45467278896234,0,0,Intel Core i5,0,2000
304,Asus,Gaming,8,2.5,67399.2,Nvidia,141.21200170272436,0,0,Intel Core i7,128,1000
305,Lenovo,Notebook,4,2.2,19180.2672,Intel,100.45467278896234,0,0,Other Intel Processor,0,1000
306,HP,2 in 1 Convertible,16,1.28,105228.0,Intel,165.6321222979323,1,0,Intel Core i7,256,0
308,Lenovo,Notebook,8,2.3,43636.32,Nvidia,141.21200170272436,0,0,Intel Core i5,128,1000
309,HP,Notebook,4,1.86,24988.32,Intel,141.21200170272436,0,0,Intel Core i3,0,1000
310,Lenovo,Notebook,8,1.1,53226.72,Intel,165.6321222979323,0,1,Intel Core i5,256,0
311,Dell,Ultrabook,16,1.21,133146.72,Intel,331.2642445958646,1,1,Intel Core i7,1000,0
313,Acer,Notebook,8,2.23,24988.32,AMD,141.21200170272436,0,0,AMD Processor,256,0
314,Asus,2 in 1 Convertible,2,1.1,14652.0,Intel,135.09421512998384,1,0,Other Intel Processor,0,0
315,Dell,Notebook,8,2.33,44968.32,AMD,141.21200170272436,0,0,Intel Core i5,128,1000
316,HP,2 in 1 Convertible,16,1.29,130482.72,Intel,331.2642445958646,1,1,Intel Core i7,1000,0
317,Lenovo,Notebook,4,1.45,24503.472,Intel,117.826533496828,0,0,Other Intel Processor,0,0
318,HP,Notebook,8,1.95,52214.4,Intel,157.35051618303572,0,0,Intel Core i5,256,0
319,Acer,Notebook,4,1.4,25840.8,Intel,135.09421512998384,0,0,Other Intel Processor,0,0
320,HP,Notebook,8,1.48,68837.76,Intel,157.35051618303572,0,0,Intel Core i7,256,0
321,Lenovo,Notebook,4,2.79,31381.92,Nvidia,106.11306251128974,0,0,Intel Core i5,0,1000
322,Asus,Notebook,8,2.0,58288.32,Intel,157.35051618303572,0,0,Intel Core i7,256,0
323,HP,Notebook,8,2.1,48058.56,Intel,100.45467278896234,0,1,Intel Core i7,0,1000
324,Acer,Notebook,8,2.2,35111.52,AMD,100.45467278896234,0,0,AMD Processor,256,0
325,Lenovo,Notebook,4,1.44,15557.76,Intel,111.93520682198661,0,0,Other Intel Processor,0,0
326,Acer,Notebook,6,2.23,29250.72,Intel,100.45467278896234,0,0,Intel Core i5,0,1000
327,Asus,Ultrabook,8,1.7,55938.672,Nvidia,141.21200170272436,0,0,Intel Core i7,256,0
328,HP,Ultrabook,8,1.26,71128.8,Intel,176.232578125,0,0,Intel Core i7,256,0
329,Dell,Notebook,32,2.06,140605.91999999998,Nvidia,282.42400340544873,1,0,Intel Core i7,1000,0
332,Asus,Notebook,8,2.0,71075.52,Intel,157.35051618303572,0,0,Intel Core i7,256,1000
333,Lenovo,Notebook,4,1.85,23922.72,Intel,141.21200170272436,0,0,Intel Core i3,0,1000
334,Asus,Gaming,8,2.5,53226.72,Nvidia,141.21200170272436,0,0,Intel Core i7,256,0
335,HP,Notebook,8,1.48,67559.04,Intel,157.35051618303572,0,0,Intel Core i5,256,0
336,Dell,Ultrabook,8,1.9,55890.72,Nvidia,141.21200170272436,0,1,Intel Core i5,128,1000
337,HP,Notebook,8,1.84,60952.32,Intel,141.21200170272436,0,0,Intel Core i5,256,0
338,Asus,Notebook,4,2.0,14651.4672,Intel,100.45467278896234,0,0,Other Intel Processor,0,1000
339,Dell,Notebook,8,2.0,60885.72,Nvidia,141.21200170272436,0,0,Intel Core i5,256,0
340,Dell,Notebook,4,2.2,14646.672,Intel,100.45467278896234,0,0,Other Intel Processor,0,500
341,Lenovo,Notebook,12,2.2,47898.72,AMD,141.21200170272436,0,0,AMD Processor,0,2000
342,HP,Notebook,8,2.1,38148.48,Nvidia,141.21200170272436,0,1,Intel Core i3,0,1000
343,Lenovo,2 in 1 Convertible,16,1.4,111834.72,Intel,316.9650685701439,1,1,Intel Core i7,512,0
344,Dell,Ultrabook,8,1.2,84129.12,Intel,165.6321222979323,0,0,Intel Core i7,256,0
345,Lenovo,Gaming,16,2.4,60153.12,Nvidia,141.21200170272436,0,1,Intel Core i7,256,2000
346,HP,Notebook,2,1.44,14865.12,Intel,111.93520682198661,0,0,Other Intel Processor,0,0
347,Dell,Ultrabook,16,1.88,85672.1088,Intel,141.21200170272436,0,0,Intel Core i7,768,0
348,Asus,2 in 1 Convertible,4,1.5,19980.0,Intel,135.09421512998384,1,0,Other Intel Processor,0,0
349,Dell,Ultrabook,8,1.9,35324.64,AMD,141.21200170272436,0,0,Intel Core i5,0,1000
350,Dell,Notebook,16,2.06,108020.9376,Nvidia,282.42400340544873,1,0,Intel Core i7,512,0
351,HP,Notebook,8,1.84,69477.12,Intel,141.21200170272436,0,0,Intel Core i7,256,0
353,HP,Workstation,8,2.6,92615.0256,Nvidia,141.21200170272436,0,0,Intel Core i7,256,0
355,Dell,Notebook,8,2.02,51729.55199999999,AMD,141.21200170272436,0,0,Intel Core i7,128,2000
356,Lenovo,Notebook,4,2.2,17155.627200000003,Intel,100.45467278896234,0,0,Other Intel Processor,0,1000
357,Dell,Gaming,8,2.65,53226.72,Nvidia,141.21200170272436,0,0,Intel Core i5,0,1000
358,Dell,Notebook,8,2.36,29696.6736,Intel,100.45467278896234,1,0,Intel Core i5,0,2000
359,Dell,Notebook,8,1.36,76030.56,Intel,157.35051618303572,0,0,Intel Core i5,256,0
360,HP,Notebook,4,1.86,23389.92,Intel,100.45467278896234,0,0,Intel Core i3,0,500
361,Asus,Notebook,8,2.0,50349.6,Intel,157.35051618303572,0,0,Intel Core i5,256,0
362,Lenovo,Notebook,6,2.8,38308.32,Nvidia,106.11306251128974,0,0,Intel Core i5,128,1000
363,HP,Notebook,8,1.86,34045.92,Intel,141.21200170272436,0,0,Intel Core i5,0,1000
364,Lenovo,Notebook,8,2.2,26586.72,Nvidia,100.45467278896234,0,0,Intel Core i3,256,0
365,HP,Notebook,8,2.04,20725.92,Intel,100.45467278896234,0,0,Other Intel Processor,0,2000
366,Dell,Notebook,8,2.8,57808.8,AMD,127.33567783598265,0,0,Intel Core i5,128,1000
367,Lenovo,Gaming,8,2.4,43103.52,Nvidia,141.21200170272436,0,1,Intel Core i5,128,1000
368,Dell,Notebook,8,2.33,47898.72,AMD,141.21200170272436,0,0,Intel Core i7,256,0
369,HP,Ultrabook,8,1.36,93240.0,Intel,157.35051618303572,0,1,Intel Core i7,256,0
370,Asus,2 in 1 Convertible,12,2.26,58554.72,Nvidia,141.21200170272436,1,0,Intel Core i7,512,2000
371,Acer,Notebook,4,2.1,22697.28,AMD,100.45467278896234,0,0,AMD Processor,128,0
372,Asus,Gaming,16,3.25,117162.72,AMD,127.33567783598265,0,1,AMD Processor,256,1000
373,Lenovo,Notebook,4,2.6,26053.92,AMD,106.11306251128974,0,0,AMD Processor,128,0
374,Dell,2 in 1 Convertible,8,1.62,46300.85279999999,Intel,165.6321222979323,1,0,Intel Core i7,256,0
375,HP,Notebook,4,1.91,26053.3872,AMD,141.21200170272436,0,0,AMD Processor,256,0
376,Lenovo,Netbook,4,1.59,29463.84,Intel,135.09421512998384,0,1,Other Intel Processor,128,0
377,Dell,Notebook,4,1.8,16463.52,Intel,100.45467278896234,0,0,Other Intel Processor,0,500
378,Asus,Notebook,4,1.5,15238.08,Intel,111.93520682198661,0,0,Other Intel Processor,0,0
379,Acer,Notebook,8,2.4,45074.88,Nvidia,141.21200170272436,0,0,Intel Core i7,0,1000
380,HP,Gaming,8,3.35,63456.48,Nvidia,127.33567783598265,0,1,Intel Core i7,128,1000
381,Lenovo,Notebook,4,1.85,21498.48,Intel,141.21200170272436,0,0,Intel Core i3,128,0
382,Asus,Gaming,8,2.3,88178.4,Nvidia,141.21200170272436,0,1,Intel Core i7,128,1000
383,Lenovo,Notebook,8,1.5,58554.72,Nvidia,157.35051618303572,0,1,Intel Core i5,256,0
384,Asus,Ultrabook,16,1.1,93181.392,Intel,165.6321222979323,1,0,Intel Core i7,512,0
385,Lenovo,Ultrabook,8,1.13,121584.96,Intel,209.80067661830358,0,1,Intel Core i7,512,0
386,Lenovo,Notebook,4,1.5,29250.72,Intel,165.6321222979323,0,1,Intel Core i3,128,0
387,Dell,Workstation,8,2.23,72940.31999999999,AMD,141.21200170272436,0,0,Intel Core i5,0,500
388,Dell,Workstation,8,2.0,113752.8,Nvidia,141.21200170272436,0,1,Intel Core i7,256,0
389,Lenovo,2 in 1 Convertible,16,1.42,133679.52,Intel,209.80067661830358,1,0,Intel Core i7,512,0
390,Asus,Gaming,8,3.0,55357.92,Nvidia,127.33567783598265,0,0,Intel Core i7,0,1000
391,Asus,Gaming,16,3.0,84768.48,Nvidia,127.33567783598265,0,0,Intel Core i7,256,1000
392,Acer,Notebook,12,2.2,36975.7872,Nvidia,100.45467278896234,0,1,Intel Core i5,0,1000
394,Dell,Notebook,8,2.33,41498.1936,AMD,141.21200170272436,0,0,Intel Core i7,256,0
395,HP,Ultrabook,4,1.91,26586.72,AMD,141.21200170272436,0,0,AMD Processor,256,0
396,Lenovo,Notebook,8,2.1,65510.9568,AMD,141.21200170272436,0,1,Intel Core i7,256,0
397,Lenovo,Notebook,8,1.9,49976.64,Intel,157.35051618303572,0,1,Intel Core i5,256,0
398,Dell,Workstation,8,1.78,144495.36,Nvidia,282.42400340544873,1,0,Intel Core i7,256,0
399,Lenovo,Ultrabook,16,1.13,139860.0,Intel,209.80067661830358,0,1,Intel Core i7,1000,0
400,Lenovo,Notebook,4,2.2,16303.68,Intel,100.45467278896234,0,0,Other Intel Processor,0,1000
401,Asus,Gaming,16,2.9,81465.12,Nvidia,127.33567783598265,0,0,Intel Core i7,256,1000
402,Lenovo,Notebook,8,2.1,60978.96,AMD,141.21200170272436,0,1,Intel Core i5,256,1000
403,Acer,Notebook,8,2.5,46833.12,Nvidia,141.21200170272436,0,0,Intel Core i7,256,0
405,Asus,Ultrabook,8,1.1,99793.44,Intel,157.35051618303572,0,0,Intel Core i7,512,0
407,Dell,Ultrabook,8,1.36,89510.4,Intel,157.35051618303572,0,0,Intel Core i7,512,0
408,Lenovo,Notebook,4,2.2,21791.52,Intel,141.21200170272436,0,0,Intel Core i3,0,500
409,Lenovo,Notebook,2,1.15,16221.096,Intel,135.09421512998384,0,0,Other Intel Processor,0,0
410,Lenovo,Workstation,8,2.67,102564.0,Nvidia,141.21200170272436,0,0,Intel Core i7,512,0
411,Lenovo,Ultrabook,8,1.7,103523.04,Nvidia,209.80067661830358,0,1,Intel Core i7,512,0
412,HP,Notebook,4,2.1,24988.32,AMD,141.21200170272436,0,0,Intel Core i3,0,1000
413,Acer,2 in 1 Convertible,8,1.6,42038.4528,Intel,165.6321222979323,1,1,Intel Core i7,256,0
414,Asus,2 in 1 Convertible,8,1.27,49443.84,Intel,165.6321222979323,1,1,Intel Core i5,256,0
415,Dell,Notebook,4,2.3,31909.392,AMD,141.21200170272436,0,0,Intel Core i5,256,0
416,Dell,Notebook,4,1.65,36709.92,Intel,117.826533496828,0,0,Intel Core i3,128,0
417,HP,Ultrabook,8,1.43,79920.0,Intel,157.35051618303572,0,0,Intel Core i7,256,0
418,Dell,Notebook,8,2.14,28768.536,Intel,100.45467278896234,0,0,Intel Core i5,0,1000
419,Lenovo,Ultrabook,8,1.75,64755.44640000001,AMD,157.35051618303572,0,1,Intel Core i7,256,0
420,Lenovo,2 in 1 Convertible,16,2.0,101178.72,Nvidia,282.42400340544873,1,1,Intel Core i7,512,0
422,HP,Notebook,8,2.31,76030.56,Intel,141.21200170272436,0,0,Intel Core i7,256,0
423,Asus,Notebook,8,2.3,31808.16,Nvidia,141.21200170272436,0,0,Intel Core i3,0,1000
424,Dell,Gaming,16,4.42,149130.72,Nvidia,169.78089437319363,0,1,Intel Core i7,256,1000
425,Dell,Gaming,8,2.62,61751.52,Nvidia,141.21200170272436,0,1,Intel Core i7,128,1000
426,Dell,Notebook,8,2.02,60867.072,AMD,141.21200170272436,0,0,Intel Core i7,256,2000
427,Dell,Ultrabook,8,1.6,58554.72,Intel,157.35051618303572,0,0,Intel Core i7,256,0
428,HP,Gaming,12,3.35,106506.72,Nvidia,127.33567783598265,0,0,Intel Core i7,256,1000
431,Lenovo,Notebook,8,1.4,53812.8,Intel,165.6321222979323,0,1,Intel Core i7,256,0
432,Lenovo,Notebook,4,1.7,31914.72,Intel,157.35051618303572,0,1,Intel Core i3,128,0
433,Lenovo,Workstation,16,2.3,130269.6,Nvidia,282.42400340544873,0,1,Intel Core i7,512,0
434,Lenovo,Notebook,16,2.5,130482.72,Nvidia,141.21200170272436,0,0,Intel Core i7,512,0
435,Asus,Gaming,8,3.2,90309.6,AMD,127.33567783598265,0,0,AMD Processor,256,1000
436,HP,Notebook,4,2.1,18488.16,Intel,100.45467278896234,0,0,Other Intel Processor,0,500
438,Lenovo,Ultrabook,24,1.32,126912.96,Intel,209.80067661830358,0,0,Intel Core i7,512,0
439,Asus,Notebook,4,2.0,29783.52,Intel,141.21200170272436,0,0,Intel Core i5,256,0
440,Lenovo,Notebook,8,2.8,27652.32,AMD,106.11306251128974,0,0,AMD Processor,0,1000
441,Dell,Notebook,4,2.2,39906.72,AMD,141.21200170272436,0,0,Intel Core i5,256,0
442,Lenovo,Ultrabook,8,1.36,76137.12,Intel,176.232578125,0,1,Intel Core i5,256,0
443,Lenovo,Notebook,4,2.2,18594.72,Intel,141.21200170272436,0,0,Other Intel Processor,128,0
444,HP,Gaming,8,2.2,58554.72,Nvidia,141.21200170272436,0,1,Intel Core i7,128,1000
445,Dell,Notebook,8,1.64,62817.12,Nvidia,157.35051618303572,0,0,Intel Core i5,256,0
446,Acer,Notebook,4,2.4,23539.104,Intel,100.45467278896234,0,0,Intel Core i5,0,500
447,Dell,Workstation,8,2.23,106187.04,Nvidia,141.21200170272436,0,0,Other Intel Processor,0,1000
450,HP,Notebook,8,1.91,31381.92,Intel,100.45467278896234,0,0,Intel Core i5,128,0
451,Dell,Workstation,16,2.17,105228.0,Nvidia,141.21200170272436,0,1,Intel Core i7,256,0
452,HP,Workstation,8,2.31,81731.52,Intel,141.21200170272436,0,1,Intel Core i7,512,0
453,Lenovo,Notebook,8,1.65,71661.59999999999,Intel,157.35051618303572,0,0,Intel Core i5,256,0
454,Dell,Notebook,8,2.36,52161.12,AMD,141.21200170272436,0,0,Intel Core i7,128,1000
455,Dell,2 in 1 Convertible,4,1.47,25521.12,Intel,135.09421512998384,1,0,Other Intel Processor,0,500
456,Dell,Notebook,8,4.42,109010.88,Nvidia,127.33567783598265,0,1,Intel Core i7,0,1000
459,HP,Notebook,8,2.5,34093.872,Intel,106.11306251128974,0,0,Intel Core i3,256,0
460,Acer,Notebook,4,2.23,28984.32,Nvidia,141.21200170272436,0,0,Intel Core i3,0,1000
461,Acer,Netbook,4,1.4,23176.8,Intel,135.09421512998384,0,0,Other Intel Processor,128,0
462,Asus,Notebook,8,2.37,39906.72,Intel,141.21200170272436,0,0,Intel Core i5,0,1000
463,Lenovo,Notebook,8,1.5,42570.72,AMD,157.35051618303572,0,1,Intel Core i7,512,0
464,Lenovo,Notebook,8,2.67,111355.2,Nvidia,141.21200170272436,0,0,Intel Core i7,256,0
465,Asus,Notebook,4,2.0,16197.12,Intel,100.45467278896234,0,0,Other Intel Processor,0,500
466,Acer,Notebook,4,2.2,24988.32,Nvidia,100.45467278896234,0,0,Intel Core i3,0,500
467,Dell,Notebook,8,2.02,40439.52,AMD,141.21200170272436,0,0,Intel Core i5,0,2000
468,HP,Gaming,12,3.78,90522.72,Nvidia,127.33567783598265,0,1,Intel Core i7,0,1000
469,Lenovo,Ultrabook,12,1.4,98994.24,Intel,209.80067661830358,0,1,Intel Core i7,256,0
470,HP,2 in 1 Convertible,8,1.29,106506.72,Intel,331.2642445958646,1,1,Intel Core i7,512,0
471,HP,Notebook,8,1.9,61485.12,AMD,141.21200170272436,0,0,Intel Core i5,0,500
473,Dell,Ultrabook,8,1.42,98133.768,Intel,165.6321222979323,1,0,Intel Core i5,256,0
474,Asus,Notebook,12,2.06,69210.72,Intel,282.42400340544873,0,1,Intel Core i7,128,1000
475,Dell,Notebook,8,1.79,39427.2,Intel,111.93520682198661,0,0,Intel Core i3,128,0
476,Dell,Workstation,8,1.78,128298.24,Nvidia,141.21200170272436,0,0,Intel Core i7,256,0
477,Lenovo,Notebook,8,1.7,72673.92,Intel,157.35051618303572,0,0,Intel Core i5,180,0
478,Dell,Notebook,8,2.2,35964.0,AMD,141.21200170272436,0,0,Intel Core i5,0,1000
480,Dell,Notebook,8,2.16,67239.36,Nvidia,141.21200170272436,0,1,Intel Core i7,512,0
481,Dell,Notebook,4,2.18,31254.048,Intel,100.45467278896234,0,0,Intel Core i3,0,1000
482,HP,Notebook,4,1.49,38681.28,Intel,165.6321222979323,0,1,Intel Core i5,128,0
484,Lenovo,Notebook,4,2.3,30103.2,Intel,100.45467278896234,0,0,Intel Core i3,128,0
485,Lenovo,Notebook,8,1.75,55890.72,Intel,157.35051618303572,0,1,Intel Core i5,256,0
486,Dell,Workstation,16,2.17,124568.64,Nvidia,141.21200170272436,0,1,Intel Core i7,512,0
487,Dell,Notebook,16,2.06,101178.72,Nvidia,141.21200170272436,0,0,Intel Core i7,512,0
488,Lenovo,Ultrabook,16,1.36,95797.44,Intel,176.232578125,0,1,Intel Core i7,512,0
489,Asus,Ultrabook,16,0.91,103896.0,Intel,176.232578125,0,0,Intel Core i7,512,0
490,Lenovo,Notebook,8,2.3,53918.82719999999,Nvidia,141.21200170272436,0,1,Intel Core i5,256,0
492,Asus,Gaming,8,1.99,71928.0,Nvidia,141.21200170272436,0,0,Intel Core i7,128,1000
493,Acer,Notebook,8,2.2,30849.12,AMD,100.45467278896234,0,0,AMD Processor,0,1000
494,Asus,Gaming,24,4.33,67612.31999999999,Nvidia,127.33567783598265,1,1,Intel Core i7,256,1000
495,Lenovo,Ultrabook,8,1.3,58554.72,Intel,125.367431640625,0,1,Intel Core i5,180,0
496,Lenovo,Notebook,8,2.17,47893.39199999999,Intel,141.21200170272436,0,0,Intel Core i7,256,0
497,HP,Notebook,8,1.48,93186.72,Intel,157.35051618303572,0,0,Intel Core i7,1000,0
498,Lenovo,Notebook,8,1.4,50562.72,Intel,165.6321222979323,0,1,Intel Core i3,256,0
499,Lenovo,Notebook,8,2.3,48538.08,Intel,141.21200170272436,0,1,Intel Core i5,256,0
500,Asus,Netbook,4,1.2,18115.2,Intel,135.09421512998384,0,0,Other Intel Processor,0,0
501,HP,Notebook,8,1.91,32979.7872,AMD,100.45467278896234,0,0,Intel Core i5,256,0
502,Lenovo,2 in 1 Convertible,8,1.4,85194.72,Intel,158.48253428507195,1,1,Intel Core i5,256,0
503,Lenovo,Notebook,4,2.1,15930.72,Intel,111.93520682198661,0,0,Other Intel Processor,0,500
